ts,step,dt_ms,tok_per_s,loss,peak_gib,gated_ms
1787731334.340,414,17.8,57577,10.9695,1.52,0.0
1787731334.358,415,17.9,57075,10.9806,1.52,0.0
1787731334.375,416,17.4,58986,10.9803,1.52,0.0
1787731334.394,417,18.4,55506,10.9574,1.52,0.0
1787731334.412,418,17.9,57364,10.9749,1.52,0.0
1787731334.430,419,17.9,57071,10.9567,1.52,0.0
1787731334.448,420,17.7,57696,10.9637,1.52,0.0
1787731334.466,421,18.0,56910,10.9800,1.52,0.0
1787731334.484,422,17.8,57488,10.9564,1.52,0.0
1787731334.502,423,18.1,56545,10.9434,1.52,0.0
1787731334.519,424,17.4,58770,10.9582,1.52,0.0
1787731334.538,425,18.1,56701,10.9797,1.52,0.0
1787731334.556,426,17.9,57286,10.9755,1.52,0.0
1787731334.574,427,18.0,56947,10.9730,1.52,0.0
1787731334.592,428,17.8,57539,10.9974,1.52,0.0
1787731334.610,429,18.0,56874,10.9832,1.52,0.0
1787731334.628,430,17.8,57539,10.9458,1.52,0.0
1787731334.646,431,18.1,56692,10.9474,1.52,0.0
1787731334.664,432,17.7,57757,10.9935,1.52,0.0
1787731334.682,433,17.9,57049,10.9624,1.52,0.0
1787731334.700,434,17.8,57533,10.9787,1.52,0.0
1787731334.718,435,18.0,57008,10.9858,1.52,0.0
1787731334.736,436,17.8,57630,10.9999,1.52,0.0
1787731334.754,437,18.0,56950,10.9614,1.52,0.0
1787731334.772,438,17.8,57598,11.0045,1.52,0.0
1787731334.790,439,18.0,57015,10.9608,1.52,0.0
1787731334.808,440,17.8,57676,10.9970,1.52,0.0
1787731334.826,441,18.0,56761,10.9920,1.52,0.0
1787731334.844,442,17.8,57390,10.9953,1.52,0.0
1787731334.862,443,18.0,56985,10.9735,1.52,0.0
1787731334.880,444,17.8,57644,10.9771,1.52,0.0
1787731334.898,445,17.9,57122,10.9805,1.52,0.0
1787731334.916,446,17.7,57692,10.9550,1.52,0.0
1787731334.934,447,18.0,56945,10.9533,1.52,0.0
1787731334.952,448,17.9,57318,10.9891,1.52,0.0
1787731334.970,449,18.0,56963,10.9651,1.52,0.0
1787731334.988,450,17.9,57310,10.9849,1.52,0.0
1787731335.006,451,17.9,57130,10.9696,1.52,0.0
1787731335.024,452,17.8,57496,10.9571,1.52,0.0
1787731335.042,453,17.9,57091,10.9673,1.52,0.0
1787731335.060,454,17.7,57733,10.9844,1.52,0.0
1787731335.078,455,18.0,56962,10.9500,1.52,0.0
1787731335.096,456,17.8,57617,10.9691,1.52,0.0
1787731335.114,457,18.0,56920,11.0008,1.52,0.0
1787731335.132,458,17.7,57811,10.9777,1.52,0.0
1787731335.150,459,18.0,56962,10.9722,1.52,0.0
1787731335.168,460,17.8,57489,10.9648,1.52,0.0
1787731335.186,461,18.0,56995,10.9570,1.52,0.0
1787731335.204,462,17.9,57311,10.9600,1.52,0.0
1787731335.222,463,17.9,57050,10.9747,1.52,0.0
1787731335.240,464,17.9,57176,11.0060,1.52,0.0
1787731335.258,465,18.0,56999,10.9692,1.52,0.0
1787731335.276,466,17.9,57255,10.9820,1.52,0.0
1787731335.294,467,17.9,57204,10.9741,1.52,0.0
1787731335.312,468,17.8,57513,10.9568,1.52,0.0
1787731335.331,469,18.7,54779,10.9880,1.52,0.0
1787731335.349,470,17.8,57558,10.9832,1.52,0.0
1787731335.367,471,18.3,56043,10.9510,1.52,0.0
1787731335.385,472,17.8,57582,10.9657,1.52,0.0
1787731335.403,473,17.9,57134,10.9545,1.52,0.0
1787731335.421,474,17.7,57713,10.9396,1.52,0.0
1787731335.439,475,17.9,57247,10.9895,1.52,0.0
